Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Jenjang Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income,no_income
1978,Swasta,270565,Asosiasi vokasional,vokasi Grad_2,Menikah,Spesialis Profesional,Suami,1,Male,0,0,60,United-States,3,<=50K,0
1995,Swasta,85572,Sarjana,Sarjana,Menikah,Eksekutif Manager,Istri,1,Female,0,0,42,United-States,3,>50K,0
1999,Swasta,192149,Sarjana,Sarjana,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,40,United-States,0,<=50K,0
2004,Swasta,37932,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,50,United-States,0,<=50K,0
1994,Pemerintah negara,234824,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Istri,1,Female,0,0,72,United-States,0,<=50K,0
1987,Swasta,359001,Asosiasi vokasional,vokasi Grad_2,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,15024,0,50,United-States,0,>50K,0
1975,Swasta,87928,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,1,>50K,0
1998,Swasta,381618,kelas 9,SMP_2,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,45,United-States,0,<=50K,0
2002,Swasta,109039,SMA Grad,SMA Grad,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,55,United-States,0,<=50K,0
1969,Swasta,109015,Diploma,Kuliah,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,38,United-States,3,<=50K,0
1999,Swasta,218667,kelas 5-6,SD_2,Menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,40,United-States,1,<=50K,0
1998,Swasta,275703,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,0,40,United-States,0,<=50K,0
1988,Swasta,214896,kelas 9,SMP_2,Cerai,Sales,Belum Menikah,1,Female,0,0,40,Mexico,0,<=50K,0
2007,Swasta,117477,kelas 10,SMA_1,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,40,United-States,0,<=50K,0
2000,Swasta,211160,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,0,40,United-States,0,<=50K,0
1998,Pengusaha berbadan hukum,246025,SMA Grad,SMA Grad,Rencana Cerai,Sales,Belum Menikah,1,Female,0,0,20,Honduras,2,<=50K,0
1993,Swasta,127215,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,0,40,United-States,1,<=50K,0
1986,Swasta,109231,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,2,<=50K,0
1985,Swasta,271521,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,3,Male,0,0,48,Philippines,2,>50K,0
1994,Swasta,156890,kelas 10,SMA_1,Cerai,Spesialis Profesional,Belum Menikah,1,Male,0,0,40,United-States,3,<=50K,0
1958,Swasta,174491,SMA Grad,SMA Grad,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,United-States,2,<=50K,0
1999,Swasta,170428,Sarjana,Sarjana,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,3,Male,0,0,28,Taiwan,0,<=50K,0
1988,Swasta,370585,SMA Grad,SMA Grad,Menikah,Pengelola Kebersihan,Suami,2,Male,0,0,40,United-States,0,<=50K,0
1991,Swasta,345360,Diploma,Kuliah,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K,0
1984,Swasta,193537,Diploma,Kuliah,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,40,Dominican-Republic,2,<=50K,0
1999,Swasta,108301,SMA Grad,SMA Grad,Rencana Cerai,Layanan Lainnya,Belum Menikah,1,Female,0,0,20,United-States,2,<=50K,0
1977,Swasta,168283,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,1,>50K,0
1987,Swasta,35330,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,1669,55,United-States,1,<=50K,0
1971,Swasta,223696,kelas 12,SMA_3,LDM,Pengelola Kebersihan,Tidak dalam Keluarga,5,Male,0,0,56,Dominican-Republic,3,<=50K,0
1974,Pemerintah daerah,196307,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,7688,0,40,United-States,1,>50K,0
2000,Swasta,86745,Sarjana,Sarjana,Belum-menikah,Administratif dan Kantor,Kerabat,3,Female,0,0,16,United-States,0,<=50K,0
1978,Swasta,265105,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,1,>50K,0
2003,Swasta,186648,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,20,United-States,0,<=50K,0
1967,Swasta,169329,SMA Grad,SMA Grad,Menikah,Dukungan Teknis,Suami,2,Male,0,1887,40,Trinadad&Tobago,0,>50K,0
1985,Swasta,207824,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,60,United-States,0,<=50K,0
1994,Swasta,169589,Diploma,Kuliah,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,1,<=50K,0
1977,Swasta,174525,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Suami,1,Male,3942,0,40,United-States,1,<=50K,0
2006,Pemerintah daerah,152182,kelas 10,SMA_1,Belum-menikah,Layanan Perlindungan,Punya Anak,1,Female,0,0,6,United-States,0,<=50K,0
1989,Swasta,192626,Diploma,Kuliah,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,0,>50K,0
1993,Swasta,297188,Magister,Magister,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,60,United-States,0,<=50K,0
1974,Pengusaha berbadan hukum,195322,Doktor,Proffesor,Rencana Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,2,>50K,0
1999,Swasta,302465,kelas 12,SMA_3,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Male,0,1741,40,United-States,0,<=50K,0
1968,Swasta,205735,kelas 1-4,SD_1,Rencana Cerai,Inspeksi dan Operasi Mesin,Belum Menikah,1,Male,0,0,40,United-States,3,<=50K,0
1987,Swasta,220237,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,5178,0,40,United-States,2,>50K,0
1992,Swasta,188246,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,<=50K,0
2004,Swasta,115824,kelas 11,SMA_2,Menikah,Pengelola Kebersihan,Suami,1,Male,0,1573,40,United-States,1,<=50K,0
2004,Swasta,189148,SMA Grad,SMA Grad,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,48,United-States,1,<=50K,0
1992,Swasta,46746,Diploma,Kuliah,Cerai,Pekerjaan Kerajinan,Belum Menikah,1,Male,0,0,40,United-States,2,<=50K,0
2004,Swasta,144685,Diploma,Kuliah,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,3,Female,0,1602,40,Taiwan,0,<=50K,0
2004,Pengusaha perorangan,112137,Diploma,Kuliah,Belum-menikah,Spesialis Profesional,Kerabat,3,Female,0,0,20,South,0,<=50K,0
2000,Swasta,296045,kelas 7-8,SMP_1,Menikah,Pekerjaan Kerajinan,Suami,1,Male,2635,0,38,United-States,3,<=50K,0
1977,Pemerintah negara,189123,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,United-States,0,<=50K,0
1992,Swasta,131224,SMA Grad,SMA Grad,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,2,<=50K,0
1971,Swasta,194259,Diploma,Kuliah,Menikah,Administratif dan Kantor,Istri,1,Female,4386,0,40,United-States,3,>50K,0
1982,Swasta,42703,SMA Grad,SMA Grad,Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K,0
1985,Pengusaha berbadan hukum,131288,Asosiasi akademik,vokasi Grad_1,Menikah,Sales,Suami,1,Male,5178,0,48,United-States,2,>50K,0
1998,Swasta,224943,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Sales,Kerabat,2,Male,0,0,65,United-States,0,<=50K,0
1984,Swasta,229148,kelas 12,SMA_3,Menikah,Layanan Lainnya,Suami,2,Male,0,0,40,Jamaica,3,<=50K,0
1982,Swasta,118652,Asosiasi akademik,vokasi Grad_1,Menikah,Dukungan Teknis,Suami,1,Male,0,0,40,United-States,3,<=50K,0
1957,Swasta,45537,Magister,Magister,Menikah,Dukungan Teknis,Suami,2,Male,0,0,40,United-States,0,>50K,0
1955,Pengusaha berbadan hukum,106395,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,United-States,3,>50K,0
1993,Swasta,373185,Diploma,Kuliah,Belum-menikah,Pekerjaan Kerajinan,Belum Menikah,1,Male,0,0,42,Mexico,0,<=50K,0
1954,Pengusaha berbadan hukum,247383,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,1,>50K,0
1977,Pemerintah daerah,328610,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,<=50K,0
1984,Swasta,222011,Magister,Magister,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,3325,0,40,United-States,0,<=50K,0
1982,Pengusaha perorangan,351161,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,1887,40,United-States,2,>50K,0
1989,Swasta,48404,SMA Grad,SMA Grad,Belum-menikah,Sales,Punya Anak,1,Female,0,0,40,United-States,0,<=50K,0
2004,Swasta,133515,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Female,0,0,15,France,0,<=50K,0
1985,Pengusaha berbadan hukum,135500,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,1977,40,United-States,1,>50K,0
1973,Swasta,335997,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,4386,0,55,United-States,2,>50K,0
1978,Pemerintah negara,363875,Diploma,Kuliah,Cerai,Layanan Perlindungan,Belum Menikah,4,Female,0,0,40,United-States,3,<=50K,0
1997,Swasta,428030,Sarjana,Sarjana,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0,<=50K,0
1988,Pemerintah daerah,174640,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Layanan Perlindungan,Tidak dalam Keluarga,2,Female,0,0,60,United-States,0,>50K,0
2000,Swasta,100669,Diploma,Kuliah,Belum-menikah,Pengelola Kebersihan,Punya Anak,3,Male,0,0,30,United-States,0,<=50K,0
1973,Pengusaha perorangan,186845,Sarjana,Sarjana,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,8,United-States,3,<=50K,0
1999,Swasta,403788,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Kerabat,2,Male,0,0,40,United-States,0,<=50K,0
1991,Swasta,272411,Sarjana,Sarjana,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K,0
1982,Swasta,212206,Magister,Magister,Menikah,Eksekutif Manager,Istri,1,Female,0,1887,48,United-States,3,>50K,0
1967,Swasta,372020,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,5013,0,50,United-States,2,<=50K,0
1979,Pengusaha perorangan,31478,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,2829,0,60,United-States,0,<=50K,0
1973,Swasta,183611,Asosiasi akademik,vokasi Grad_1,Cerai,Eksekutif Manager,Belum Menikah,1,Male,0,0,55,Germany,3,<=50K,0
2001,Pemerintah pusat,173851,SMA Grad,SMA Grad,Belum-menikah,Angkatan Bersenjata,Tidak dalam Keluarga,1,Male,0,0,8,United-States,0,<=50K,0
1987,Swasta,188540,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,1902,45,United-States,0,>50K,0
1984,Pemerintah pusat,77332,Diploma,Kuliah,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,50,United-States,2,<=50K,0
2004,Swasta,24896,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,20,United-States,2,<=50K,0
1988,Pengusaha berbadan hukum,180477,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,2,>50K,0
1963,Swasta,97030,Diploma,Kuliah,Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,30,United-States,2,<=50K,0
1953,Pengusaha perorangan,130436,kelas 1-4,SD_1,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Female,0,0,28,United-States,0,<=50K,0
1960,Swasta,133166,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,5,United-States,1,<=50K,0
2000,Pemerintah negara,324637,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K,0
1979,Swasta,260490,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,0,>50K,0
1976,Pemerintah daerah,121622,Magister,Magister,Belum-menikah,Spesialis Profesional,Belum Menikah,1,Female,0,1380,40,United-States,0,<=50K,0
1969,Swasta,115439,Proffesor,Doktor,Menikah,Eksekutif Manager,Suami,1,Male,99999,0,40,United-States,3,>50K,0
1983,Swasta,185057,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K,0
1975,Swasta,328776,SMA Grad,SMA Grad,Cerai,Eksekutif Manager,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K,0
1996,Swasta,375313,SMA Grad,SMA Grad,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,3,Male,0,0,50,United-States,0,<=50K,0
1978,Swasta,213140,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,0,>50K,0
2004,Swasta,157894,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Punya Anak,2,Male,0,0,20,United-States,0,<=50K,0
1975,Swasta,252079,Diploma,Kuliah,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,3,>50K,0
1991,Swasta,312881,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,2,Male,0,0,40,United-States,0,>50K,0
1980,Pengusaha berbadan hukum,56236,Diploma,Kuliah,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,2,Male,2202,0,45,United-States,0,<=50K,0
1979,Pengusaha berbadan hukum,173664,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,45,United-States,3,>50K,0
2003,Swasta,228255,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,30,United-States,0,<=50K,0
1985,Swasta,168894,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K,0
1977,Pemerintah daerah,242552,Diploma,Kuliah,Belum-menikah,Layanan Perlindungan,Tidak dalam Keluarga,2,Male,0,0,40,United-States,0,<=50K,0
2000,Swasta,172496,Magister,Magister,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0,<=50K,0
2001,Swasta,179423,Sarjana,Sarjana,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,5,United-States,0,<=50K,0
2002,Swasta,362589,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,15,United-States,0,<=50K,0
1996,Swasta,208249,Diploma,Kuliah,Cerai,Dukungan Teknis,Tidak dalam Keluarga,1,Male,0,0,24,United-States,2,<=50K,0
1998,Swasta,183077,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,40,United-States,0,<=50K,0
1997,Swasta,85251,Diploma,Kuliah,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,45,United-States,0,<=50K,0
1989,Swasta,401930,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Istri,1,Female,0,1887,42,United-States,3,>50K,0
1969,Swasta,51008,SMA Grad,SMA Grad,Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,2,<=50K,0
1980,Swasta,266135,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,0,>50K,0
1994,Swasta,313038,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K,0
1961,Swasta,169983,kelas 11,SMA_2,Duda/Janda,Sales,Tidak dalam Keluarga,1,Female,2176,0,30,United-States,3,<=50K,0
1988,Swasta,33394,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,0,1887,35,United-States,1,>50K,0
1999,Swasta,145434,Diploma,Kuliah,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Female,0,0,25,United-States,0,<=50K,0
1943,Pengusaha perorangan,136063,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,30,United-States,0,<=50K,0
1974,Pengusaha berbadan hukum,190333,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,99999,0,55,United-States,1,>50K,0
1979,Pengusaha perorangan,242184,kelas 7-8,SMP_1,Menikah,Eksekutif Manager,Suami,1,Male,0,0,55,United-States,0,>50K,0
1999,Swasta,285367,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,50,United-States,1,<=50K,0
1977,Swasta,256522,SMA Grad,SMA Grad,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,United-States,1,<=50K,0
1993,Pemerintah daerah,151726,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Administratif dan Kantor,Punya Anak,4,Female,0,0,40,United-States,0,<=50K,0
1996,Swasta,193158,SMA Grad,SMA Grad,Cerai,Sales,Punya Anak,1,Female,0,0,40,United-States,0,<=50K,0
1972,Swasta,115851,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,1,<=50K,0
1978,Swasta,146195,Asosiasi akademik,vokasi Grad_1,Cerai,Dukungan Teknis,Tidak dalam Keluarga,2,Female,0,0,36,United-States,1,<=50K,0
2002,Swasta,50136,kelas 5-6,SD_2,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,El-Salvador,0,<=50K,0
1985,Pemerintah pusat,110622,Sarjana,Sarjana,Menikah,Administratif dan Kantor,Istri,3,Female,0,0,40,Philippines,2,<=50K,0
1985,Swasta,106347,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,0,<=50K,0
1973,Swasta,165637,Magister,Magister,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,1,<=50K,0
1996,Swasta,375482,Sarjana,Sarjana,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K,0
1994,Swasta,151967,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,58,United-States,2,<=50K,0
1976,Pemerintah pusat,88564,kelas 7-8,SMP_1,LDM,Pengelola Kebersihan,Belum Menikah,1,Male,0,0,40,United-States,0,<=50K,0
1971,Pengusaha berbadan hukum,251675,Diploma,Kuliah,Cerai,Sales,Tidak dalam Keluarga,1,Male,8614,0,50,Cuba,1,>50K,0
1980,Swasta,205474,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,0,0,40,United-States,3,>50K,0
1991,Swasta,159548,Diploma,Kuliah,Cerai,Administratif dan Kantor,Belum Menikah,2,Female,0,0,38,United-States,0,<=50K,0
1969,Pemerintah daerah,177163,Magister,Magister,Duda/Janda,Spesialis Profesional,Belum Menikah,1,Female,914,0,50,United-States,0,<=50K,0
1983,Swasta,27444,Diploma,Kuliah,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,46,United-States,3,>50K,0
2005,Swasta,190817,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Female,0,0,40,United-States,0,<=50K,0
1959,Swasta,183170,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,25,United-States,1,<=50K,0
1987,Pemerintah daerah,34173,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Istri,1,Female,0,0,25,United-States,1,<=50K,0
1983,Pengusaha perorangan,153132,Proffesor,Doktor,Menikah,Eksekutif Manager,Suami,1,Male,15024,0,40,United-States,2,>50K,0
1964,Swasta,187124,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,2,<=50K,0
1982,Pengusaha perorangan,207392,SMA Grad,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,12,United-States,0,<=50K,0
1983,Pengusaha perorangan,143129,Sarjana,Sarjana,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,40,United-States,3,<=50K,0
1998,Swasta,143068,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,2407,0,50,United-States,1,<=50K,0
1996,Swasta,191088,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,1741,52,United-States,3,<=50K,0
1953,Swasta,193863,kelas 7-8,SMP_1,Duda/Janda,Layanan Lainnya,Kerabat,1,Female,0,0,16,Poland,2,<=50K,0
1993,Swasta,161765,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,2051,57,United-States,2,<=50K,0
1983,Pengusaha perorangan,174395,Doktor,Proffesor,Menikah,Spesialis Profesional,Suami,1,Male,15024,0,55,United-States,2,>50K,0
1979,Swasta,200559,Asosiasi vokasional,vokasi Grad_2,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,70,United-States,1,<=50K,0
2003,Pemerintah negara,196827,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Dukungan Teknis,Punya Anak,1,Male,0,0,10,United-States,0,<=50K,0
1988,Swasta,99146,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,45,United-States,3,>50K,0
1981,Pemerintah daerah,118853,Diploma,Kuliah,Menikah,Dukungan Teknis,Suami,1,Male,4386,0,99,United-States,0,>50K,0
1991,Swasta,154981,Sarjana,Sarjana,Menikah,Administratif dan Kantor,Suami,1,Male,0,1902,50,United-States,3,>50K,0
1979,Pemerintah pusat,222011,Sarjana,Sarjana,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,United-States,1,<=50K,0
1989,Pengusaha perorangan,120301,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,0,45,United-States,3,<=50K,0
1998,Pemerintah negara,130557,Sarjana,Sarjana,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,35,United-States,0,<=50K,0
1985,Swasta,236391,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,50,United-States,2,>50K,0
1994,Swasta,143526,Sarjana,Sarjana,Belum-menikah,Sales,Punya Anak,1,Male,0,0,40,United-States,0,<=50K,0
2003,Swasta,188793,SMA Grad,SMA Grad,Menikah,Sales,Suami,5,Male,0,0,35,United-States,1,<=50K,0
1981,Pemerintah negara,98989,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Suami,4,Male,0,0,40,United-States,0,<=50K,0
1975,Swasta,101320,Magister,Magister,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,75,United-States,2,<=50K,0
1990,Swasta,179641,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,45,United-States,0,<=50K,0
1972,Swasta,178983,kelas 11,SMA_2,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,United-States,3,<=50K,0
1969,Pengusaha perorangan,283635,Proffesor,Doktor,Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,35,United-States,3,<=50K,0
1978,Swasta,113390,Magister,Magister,Menikah,Administratif dan Kantor,Suami,1,Male,0,1740,60,United-States,1,<=50K,0
1962,Swasta,98076,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,3,>50K,0
1989,Swasta,107302,Magister,Magister,Menikah,Sales,Suami,1,Male,0,0,40,India,0,<=50K,0
1995,Swasta,358124,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Kerabat,2,Female,0,0,52,United-States,0,<=50K,0
1993,Swasta,81846,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Suami,3,Male,0,0,40,United-States,0,<=50K,0
1979,Pengusaha berbadan hukum,160440,SMA Grad,SMA Grad,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,42,United-States,3,<=50K,0
1983,Swasta,50122,Asosiasi vokasional,vokasi Grad_2,Cerai,Sales,Punya Anak,1,Male,0,0,50,United-States,3,<=50K,0
1975,Swasta,197418,SMA Grad,SMA Grad,Duda/Janda,Administratif dan Kantor,Belum Menikah,1,Female,0,0,20,United-States,0,<=50K,0
1973,Swasta,410114,Magister,Magister,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,1,>50K,0
1997,Swasta,93206,Diploma,Kuliah,Belum-menikah,Pengelola Kebersihan,Punya Anak,3,Male,0,0,40,United-States,0,<=50K,0
1972,Swasta,110563,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,0,>50K,0
2006,Swasta,232024,kelas 11,SMA_2,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,1,Male,0,0,55,United-States,0,<=50K,0
2005,Swasta,171306,SMA Grad,SMA Grad,Belum-menikah,Sales,Punya Anak,1,Male,0,0,3,United-States,0,<=50K,0
1977,Pemerintah daerah,191389,SMA Grad,SMA Grad,Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,35,United-States,3,<=50K,0
1987,Pengusaha perorangan,29054,SMA Grad,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,50,United-States,2,<=50K,0
1981,Swasta,185832,Diploma,Kuliah,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,48,United-States,1,>50K,0
2001,Swasta,32616,Sarjana,Sarjana,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,20,United-States,0,<=50K,0
1993,Swasta,188961,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Dukungan Teknis,Punya Anak,1,Female,0,0,40,United-States,0,<=50K,0
1967,Pemerintah pusat,199114,Sarjana,Sarjana,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,2258,40,United-States,0,<=50K,0
1965,Pemerintah pusat,182836,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,40,United-States,3,>50K,0
1998,Swasta,483822,kelas 7-8,SMP_1,Belum-menikah,Pengelola Kebersihan,Belum Menikah,1,Male,0,0,40,Guatemala,0,<=50K,0
1964,Swasta,178312,SMA Grad,SMA Grad,Menikah,Sales,Suami,1,Male,7298,0,65,United-States,0,>50K,0
1991,Swasta,276221,Doktor,Proffesor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,2,<=50K,0
